Session,Date Entered,Who Entered,Date Checked,Who Checked,Lion Interest,Drop From Analysis,Notes,Complete?,Distances only
t3586,1/25/16,KAK,,,Very,FALSE,Multiple mob's and conflict over hyena kill.,TRUE,FALSE
t36412,1/21/19,kdsl,,,,FALSE,,TRUE,TRUE
t36570,1/21/19,kdsl,,,Somewhat,FALSE,,TRUE,FALSE
t36578,9/16/16,KAK,,,Not at all,FALSE,Hyenas approach sacked out lioness who doesn’t react and then hyenas leave.,TRUE,FALSE
t36660,11/30/16,SSM,,,Very,FALSE,"big male imapla, hyena kill, skull skin intact, part of spine, part of rib cage.",TRUE,FALSE
t36673,1/21/19,kdsl,,,,FALSE,,TRUE,TRUE
t3671.5,1/25/19,kdsl,,,,FALSE,,TRUE,TRUE
t36890,1/21/19,kdsl,,,,FALSE,,TRUE,TRUE
t36950,2/25/16,CMF,,,Very,FALSE,Lions approach hyenas which appears to make them leave the site,TRUE,FALSE
t36973,4/15/17,Sam,,,Very,FALSE,,TRUE,FALSE
t37110,2/26/16,Sam,,,Somewhat,FALSE,Lion chases 2 hyenas in one instance but otherwise only data is distnaces from scans.,TRUE,FALSE
t3716,2/10/16,LEM,,,Somewhat,FALSE,lions appear to just be passing through. Hyenas take a pretty big interest in the lions but the lions are not bothered by the precense of the hyenas. No food is involved.,TRUE,FALSE
t37197,3/24/17,KAK,,,Somewhat,FALSE,Lioness arrives and takes over carcass that hyenas abandoned.,TRUE,FALSE
t37227,1/21/19,kdsl,,,,FALSE,,TRUE,TRUE
t3723,1/25/19,kdsl,,,,FALSE,,TRUE,TRUE
t3732.11,1/25/19,kdsl,,,,FALSE,,TRUE,TRUE
t3739,1/25/16,MRB,,,Somewhat,FALSE,Lion interest= somewhat because the lions don't seem to be actively approaching the hyenas but coch nervously backs up when the lion looks at her.,TRUE,FALSE
t37390,1/21/19,kdsl,,,,FALSE,,TRUE,TRUE
t3740,4/7/16,CMF,,,Not at all,TRUE,"This session is split between two observers, making it difficult to know what is going on. Plus there are a number of focals done that make it not useful.",TRUE,FALSE
t37404,1/21/19,kdsl,,,,FALSE,,TRUE,TRUE
t3761,1/25/19,kdsl,,,,FALSE,,TRUE,TRUE
t37828,1/21/19,kdsl,,,,FALSE,,TRUE,TRUE
t37838,10/28/16,LEM,,,Somewhat,FALSE,"I listed as somewhat because the lions and hyenas do not really interact until more towards the end of the session. The hyenas show the lions interest, but most of the session they are st/lk. There are instances of mobbing and there is deffinite interest on both ends. I ended the session at 7:28 when the lions leave.",TRUE,FALSE
t37841,2/11/16,KAK,,,Very,FALSE,Competition over a fresh topi kill. Hyenas steal carcass from lion and lion leaves.,TRUE,FALSE
t37893,1/21/19,kdsl,,,,FALSE,,TRUE,TRUE
t379,1/25/19,kdsl,,,,FALSE,"Lions roaring in distance, never seen.",TRUE,TRUE
t38121,9/16/16,KAK,,,Very,FALSE,Lionesses and hyenas feeding together until interupted by a lion who chases all of the hyenas away from the kill.,TRUE,FALSE
t38308,1/21/19,kdsl,,,,FALSE,,TRUE,TRUE
t38309,1/21/19,kdsl,,,,FALSE,,TRUE,TRUE
t38490,10/28/16,LEM,,,Very,FALSE,"High interest is shown by both the lion and the hyenas. There are several instances of mobbing. I ended the session at 7:29, the last time a hyena is mentioned before observers are at a new location",TRUE,FALSE
t38556,11/30/16,LEM,,,Somewhat,FALSE,"Hyenas are interested in the lions, but mainly because of the carcass. They do procure the carcass from the lions, but then fd and largely ignore the lions feeding on another carcass 75m away. One lioness does show interest later in the hyenas.",TRUE,FALSE
t38590,2/9/16,LEM,,,Somewhat,FALSE,Lioness is interested in the hyenas. Hyenas show no interest in lioness. No food present.,TRUE,FALSE
t38604,11/30/16,LEM,,,Not at all,FALSE,There is only one interation between the lions and hyenas. The lioness comes in and two hyenas run from it. The lioness scent marks and then walks away and is no longer mentioned. I began the session at 638 when the lioness arrived and ended it at 640 when the lioness left.,TRUE,FALSE
t38613,1/21/19,kdsl,,,,FALSE,,TRUE,TRUE
t38652,4/7/17,KAK,,,Very,FALSE,"Multiple mobs and interactions. Kill site, most likely a lion kill. Large gap in the middle where male lions have left and later another group of female lionesses come into the scene.",TRUE,FALSE
t38704,1/21/19,kdsl,,,,FALSE,,TRUE,TRUE
t39072,1/21/19,kdsl,,,,FALSE,,TRUE,TRUE
t43679,1/21/19,kdsl,,,,FALSE,ERROR: no lions here!,TRUE,TRUE
t44196,1/21/19,kdsl,,,,FALSE,,TRUE,TRUE
t44198,1/21/19,kdsl,,,,FALSE,,TRUE,TRUE
t44726,1/21/19,kdsl,,,,FALSE,,TRUE,TRUE
t458,12/14/16,LEM,13-Apr-17,KDSL,Somewhat,FALSE,I listed as somewhat since the male lion stole the carcass and incited some hyena interest. Not much interaction. I ended session at 8:07--after lion leaves. He does not reappear for the remaineder of the session.,TRUE,FALSE
t461,1/25/19,kdsl,,,,FALSE,Lions roar in distance,TRUE,TRUE
t465.1,1/25/19,kdsl,,,,FALSE,Roars in distance,TRUE,TRUE
t467.6,12/21/18,ART,,,Not at all,FALSE,"101:9 and 46 are near lions but I am not sure the dist so I did not put that down, labeled 65 as 3 order because it was the 3 to be mentioned",TRUE,TRUE
t47839,3/24/17,KAK,,,Not at all,TRUE,Lions mostly interacting with lions and lions leave session early.,TRUE,FALSE
t47845,1/21/19,kdsl,,,,FALSE,,TRUE,TRUE
t47869,1/21/19,kdsl,,,,FALSE,,TRUE,TRUE
t47873,1/21/19,kdsl,,,,FALSE,,TRUE,TRUE
t47932,1/21/19,kdsl,,,,FALSE,,TRUE,TRUE
t47939,1/21/19,kdsl,,,,FALSE,,TRUE,TRUE
t48032,5/2/17,Sam,,,Somewhat,FALSE,,TRUE,FALSE
t48051,1/21/19,kdsl,,,,FALSE,,TRUE,TRUE
t48111,1/21/19,kdsl,,,,FALSE,,TRUE,TRUE
t48112,1/21/19,kdsl,,,,FALSE,,TRUE,TRUE
t48123,1/21/19,kdsl,,,,FALSE,,TRUE,TRUE
t48201,1/21/19,kdsl,,,,FALSE,,TRUE,TRUE
t48208,1/21/19,kdsl,,,,FALSE,,TRUE,TRUE
t48251,1/21/19,kdsl,,,,FALSE,,TRUE,TRUE
t48262,1/21/19,kdsl,,,,FALSE,,TRUE,TRUE
t48314,1/21/19,kdsl,,,,FALSE,,TRUE,TRUE
t48440,11/30/16,SSM,,,Not at all,TRUE,"lion wlk, 2 AM (possibly FT) also wlk, no distances",TRUE,FALSE
t48855.1,2/15/16,MRB,,,Somewhat,FALSE,the lioness is bothering the hyenas and scent marks around the carcass and sits near the carcass and so near the carcass but never actively feeds on it with the hyenas. Somewhat or very?,TRUE,FALSE
t49403,5/1/17,sam,,,Somewhat,FALSE,"in the hyena section, it is missing 1st AM and 2nd AM",TRUE,FALSE
t49476,5/1/17,Sam,,,Somewhat,FALSE,"Lions have some what interest, but the interactions were just listed as ""hyenas"" so it was not clear who or how many. Also no mobs, just the lions app the hyenas.",TRUE,FALSE
t49635,3/17/17,KAK,,,Very,FALSE,Lionesses are chased up a tree. No kill present and the hyenas lose interest and leave.,TRUE,FALSE
t49685,10/3/16,LEM,,,Very,FALSE,Lots of interaction over a fresh gnu carcass. Both lion and hyena interest is high. Ended session at 7:25 when lions lv walking SW.,TRUE,FALSE
t5006.2,12/21/18,ART,,,Somewhat,FALSE,"putting somewhat because dj is circling den which could be making her/him uneasy, lions are 20m from den",TRUE,TRUE
t50077,4/30/17,Sam,,,Somewhat,FALSE,,TRUE,FALSE
t50126,9/21/16,LEM,,,Somewhat,FALSE,"hyenas are very interested in the lions but there is no real mob. There is mob like behavior as the lions are leaving. Lions seem somewhat interested in the hyenas, one app GUCI and ALUM but never closer than 60m and then leaves. End session at 658 scan-- no mention of the lions in this scan or after it.",TRUE,FALSE
t50169,1/21/19,kdsl,,,,FALSE,,TRUE,TRUE
t50183,1/17/17,KAK,,,Very,FALSE,Hyenas mobbing a lion unprovoked with no kill present. Ends with lion running oos.,TRUE,FALSE
t50291,1/21/19,kdsl,,,Over200m,FALSE,ERROR - lion 1km away. Not in this session,TRUE,TRUE
t50293,1/21/19,kdsl,,,Over200m,FALSE,ERROR: lioness is 800m away,TRUE,TRUE
t50339,1/21/19,kdsl,,,,FALSE,,TRUE,TRUE
t50454,2/4/16,CMF,,,Very,FALSE,"ZC just made a kill around 18:46, one of the lionesses chases ZC off of the carcass. The lioness steals the carcass completely. ZC eats some offal but then abandons it. Lions leave at 18:49, but feeding on remains might be useful data?",TRUE,FALSE
t50466,1/13/17,KAK,,,Somewhat,TRUE,Lion leaves almost immediately.,TRUE,FALSE
t50469,1/21/19,kdsl,,,Over200m,FALSE,,TRUE,TRUE
t50561,1/21/19,kdsl,,,,FALSE,,TRUE,TRUE
t50664,1/21/19,kdsl,,,,FALSE,,TRUE,TRUE
t50675,1/21/19,kdsl,,,,FALSE,,TRUE,TRUE
t50720,2/19/16,Sam,23-Feb-17,kdsl,Somewhat,FALSE,"Lionesses feding on fresh topi kill, only distances form lions, no real interactions between lions and hyenas.",TRUE,FALSE
t50886,1/21/19,kdsl,,,,FALSE,,TRUE,TRUE
t50887,1/21/19,kdsl,,,,FALSE,,TRUE,TRUE
t51068,1/21/19,kdsl,,,,FALSE,,TRUE,TRUE
t51109,1/21/19,kdsl,,,,FALSE,,TRUE,TRUE
t51149,1/21/19,kdsl,,,,FALSE,,TRUE,TRUE
t51306,2/11/16,KAK,,,Very,FALSE,Competition over fresh adult topi carcass. Unsure when lioness offically leaves but last seen at 16:40 (closest scan is 16:52).,TRUE,FALSE
t51596,12/15/16,LEM,,,Very,FALSE,"Lion gone for the majority of the session. Comes in at the biginning, the hyenas mob him and then he leaves. The hyenas begin a boarder patrol and then he returns. I began the session at 628 when the lion arrives. When the lion is present there is high interest both on his and hyenas part",TRUE,FALSE
t51756,1/21/19,kdsl,,,,FALSE,,TRUE,TRUE
t51854,1/21/19,kdsl,,,,FALSE,,TRUE,TRUE
t52021,1/21/19,kdsl,,,,FALSE,,TRUE,TRUE
t5208,2/7/17,KAK,,,Somewhat,TRUE,Session where hyenas attack Fig Tree Hyenas. Lioness present only w fig tree hyenas.,TRUE,FALSE
t52200,1/21/19,kdsl,,,,FALSE,,TRUE,TRUE
t52215,1/21/19,kdsl,,,,FALSE,,TRUE,TRUE
t52231,1/21/19,kdsl,,,,FALSE,,TRUE,TRUE
t52329,1/21/19,kdsl,,,Over200m,FALSE,ERROR: lions are 500m away,TRUE,TRUE
t52344,1/21/19,kdsl,,,,FALSE,,TRUE,TRUE
t5237,4/1/16,Sam,,,Very,FALSE,There are multiple mobs involving different hyenas.,TRUE,FALSE
t524,1/25/19,kdsl,,,,FALSE,"Lions not actually seen, just heard roaring in distance.",TRUE,TRUE
t5253,1/25/19,kdsl,,,,FALSE,lions only heard,TRUE,TRUE
t52684,1/21/19,kdsl,,,,FALSE,,TRUE,TRUE
t5271,1/11/17,LEM,,,Not at all,TRUE,No direct interaction with the lions. I end the session at 8:00. The lions have not been mentioned since the first scan and do not reappear in the rest of the session.,TRUE,FALSE
t52875,1/21/19,kdsl,,,,FALSE,,TRUE,TRUE
t53.5,1/25/19,kdsl,,,,FALSE,Distances only,TRUE,TRUE
t53014,1/21/19,kdsl,,,,FALSE,,TRUE,TRUE
t5304,8/3/17,KAK,15-Sep-17,KDSL,Somewhat,FALSE,The first lion is mobbed when he first arrives but is then fights a second lion and there is no further lion hyena interaction.,TRUE,FALSE
t53055,1/21/19,kdsl,,,,FALSE,,TRUE,TRUE
t53057,11/20/16,LEM,,,Somewhat,FALSE,"There is some interaction between the lions and hyenas, but neither are incredibly interested in each other. Mostly the lions are interested in the carcass and the hyenas are likely more interested in the food. They get food once lions leave.",TRUE,FALSE
t53065,4/23/17,Sam,,,Not at all,FALSE,Lion steal carcass and no interanctions and Cis between them,TRUE,FALSE
t53074,4/8/17,Sam,,,Somewhat,FALSE,"Lions arrive at 6:29
has some incomplete Cis",TRUE,FALSE
t53110,4/23/17,SAM,,,Very,FALSE,"At 6:28 the mob is just listed as ""hyenas gig whoop lope app lions""- so I just listed it as UNID
Happens again at 6:32
Everytime they list hyenas I put UNIDS",TRUE,FALSE
t53124,1/21/19,kdsl,,,,FALSE,,TRUE,TRUE
t5319,1/25/19,kdsl,,,,FALSE,ERROR: no lions,TRUE,TRUE
t5320,2/9/16,KAK,,,Somewhat,FALSE,Lions present but other hyena clan also present.,TRUE,FALSE
t5326,12/13/16,SSM,,,Not at all,TRUE,"see lion w/ old subad zebra at 18:18. hyenas lv to new location, hear roar and whoops at 18:48 but too dark for data",TRUE,FALSE
t53277,1/21/19,kdsl,,,,FALSE,,TRUE,TRUE
t53495,1/21/19,kdsl,,,,FALSE,,TRUE,TRUE
t53581,1/13/17,KAK,02-Mar-17,kdsl,Somewhat,TRUE,Hyenas unsettled by presence of lions even when they are a solid distance away. Minimal direct interaction. Kdsl-agree that this is a weird one with the lions being too caught up in each other for a good analysis,TRUE,FALSE
t53591,1/21/19,kdsl,,,,FALSE,,TRUE,TRUE
t53594,1/21/19,kdsl,,,,FALSE,,TRUE,TRUE
t5360,1/25/19,kdsl,,,,FALSE,,TRUE,TRUE
t53639,1/21/19,kdsl,,,,FALSE,,TRUE,TRUE
t53731,1/21/19,kdsl,,,,FALSE,,TRUE,TRUE
t5379,1/25/19,kdsl,,,,FALSE,roars only,TRUE,TRUE
t53827,1/21/19,kdsl,,,,FALSE,,TRUE,TRUE
t53843,1/21/19,kdsl,,,,FALSE,,TRUE,TRUE
t53858,1/21/19,kdsl,,,,FALSE,,TRUE,TRUE
t53992,1/21/19,kdsl,,,,FALSE,"for FAS, I recoded the closest the hyena gets to the lions during tha minute",TRUE,TRUE
t54209,1/21/19,kdsl,,,,FALSE,,TRUE,TRUE
t5432,1/25/19,kdsl,,,,FALSE,,TRUE,TRUE
t54390,12/1/16,LEM,,,Very,FALSE,"I start session at 7:15 when 1 lioniess arr. FAS on TANA from 733-753. The hyenas are incredibly interested in the lion. The lion likewise shows interest but the hyenas follow the lion when there is no real need to, they have the kill and the lioness had left, but they followed her. I ended the session at 759 when the lion lvs and is not rementioned.",TRUE,FALSE
t55002,1/21/19,kdsl,,,,FALSE,,TRUE,TRUE
t55171,1/21/19,kdsl,,,,FALSE,,TRUE,TRUE
t554,12/14/16,LEM,,,Somewhat,FALSE,"I listed as somewhat since there is some interaction, though there isnt much interest shown between the lions and hyenas.",TRUE,FALSE
t55583,1/21/19,kdsl,,,,FALSE,,TRUE,TRUE
t55625,3/18/19,kdsl,,,Very,FALSE,,TRUE,FALSE
t5612,2/25/16,CMF,,,Very,FALSE,"LG most likely killed the gnu. 3 male lions present. Lions appear to have stolen the carcass, and one loins stalks hyenas near the end of the session.",TRUE,FALSE
t56284,1/9/17,LEM,,,Very,FALSE,"at 18:51 start FAS on WLG. FAS ends at 19:11. Lion interest in hyenas and vice versa is high at the end of the session. Lions feed on two warthog carrcasses, hyenas do not feed but do mob lions",TRUE,FALSE
t56287,1/21/19,kdsl,,,,FALSE,,TRUE,TRUE
t56289,1/21/19,kdsl,,,,FALSE,,TRUE,TRUE
t5650,1/26/16,LEM,,,Very,FALSE,"Two hyenas and 5 lionesses with 3 wildebeast carcasses. Both lions and hyenas are interested in the carcasses and spend the majority of time feeding, but do take an interest in each other as well.",TRUE,FALSE
t567,1/12/17,LEM,,,Somewhat,FALSE,"hyenas lick lioness? No other direct interaction, lioness so for the session.",TRUE,FALSE
t5683,1/13/17,KAK,,,Very,FALSE,Single interaction.,TRUE,FALSE
t56968,1/21/19,kdsl,,,,FALSE,,TRUE,TRUE
t57064,12/2/16,LEM,,,Very,FALSE,This session is a mess. I did my best with it but there are a lot of UNIDs and times when I wasn’t certain what whas going on. I put in the questions doc for you to take a look at this one. Lots of interactions and given that it was dark is why it was so challenging. The session ended at 1919 and I put that as the end time for all hyenas since it was only clear when they were arriving.,TRUE,FALSE
t57106,1/9/16,SSM,,,Very,FALSE,"FAS LUO 7:18-7:37. fresh tommie kill, lioness steals",TRUE,FALSE
t5728,1/28/16,MRB,,,Very,FALSE,"lion interest= very because the lions are actively feeding, and hyenas keep darting in and stealing food",TRUE,FALSE
t57426,1/21/19,kdsl,,,,FALSE,,TRUE,TRUE
t57429,1/21/19,kdsl,,,,FALSE,,TRUE,TRUE
t57440,1/21/19,kdsl,,,,FALSE,,TRUE,TRUE
t57449,1/21/19,kdsl,,,,FALSE,,TRUE,TRUE
t5747,3/15/16,Sam,,,Somewhat,FALSE,"There is some interaction, with the hyenas getting the food and the lion leaving early on.",TRUE,FALSE
t57480,1/9/17,SSM,,,Very,FALSE,"multiple locations, should maybe be 2 sessions? Confusing first/last seen times. Incomplete Cis",TRUE,FALSE
t57520,1/21/19,kdsl,,,,FALSE,,TRUE,TRUE
t57574,1/21/19,kdsl,,,Over200m,FALSE,,TRUE,TRUE
t57668,1/21/19,kdsl,,,,FALSE,,TRUE,TRUE
t57764,1/21/19,kdsl,,,,FALSE,,TRUE,TRUE
t57811,1/21/19,kdsl,,,,FALSE,,TRUE,TRUE
t57854,1/21/19,kdsl,,,,FALSE,,TRUE,TRUE
t57947,1/13/17,KAK,02-Mar-17,kdsl,Very,FALSE,"Adult male lion and (""pesky"") hyenas interacting over a kill. Interupted by an elephant who chases off the lion.",TRUE,FALSE
t57957,1/21/19,kdsl,,,,FALSE,,TRUE,TRUE
t57990,1/21/19,kdsl,,,,FALSE,,TRUE,TRUE
t57999,2/10/16,LEM,,,Somewhat,FALSE,Hyenas are interested in the lions--mobbing occurs. Listed as somewhat since lions show no interest in the hyenas. Topi carcass present. Fig tree hyenas.,TRUE,FALSE
t58014,2/17/16,MRB,,,Not at all,FALSE,interest= not at all the lions are so the whole time and never interfere with hyenas feeding,TRUE,FALSE
t58038,3/22/16,CMF,,,Very,FALSE,"Two subadult males, two females, one ""big cub."" There is significant interaction over food, especially toward the beginning of the session, however a note describes some interaction as ""resting with lions."" Lot's of fighting over food w/in hyenas.",TRUE,FALSE
t58097,1/21/19,kdsl,,,,FALSE,,TRUE,TRUE
t58193,1/21/19,kdsl,,,,FALSE,,TRUE,TRUE
t58235,1/21/19,kdsl,,,,FALSE,,TRUE,TRUE
t5825,1/25/19,kdsl,,,,FALSE,,TRUE,TRUE
t58286,1/21/19,kdsl,,,,FALSE,,TRUE,TRUE
t58472,1/21/19,kdsl,,,,FALSE,,TRUE,TRUE
t58980,1/21/19,kdsl,,,,FALSE,,TRUE,TRUE
t59051,4/15/17,Sam,,,Somewhat,FALSE,"Noted many times that this session has incomplete CI
Lists hyenas as ""closest to the lion"" but no distances or a lot of CI's even noted.
This session is mostly just listing off who was present.",TRUE,FALSE
t59922,1/21/19,kdsl,,,,FALSE,ERROR: no hyenas here,TRUE,TRUE
t59956,1/21/19,kdsl,,,,FALSE,,TRUE,TRUE
t60071,1/21/19,kdsl,,,,FALSE,,TRUE,TRUE
t60232,2/20/16,SAM,,,Somewhat,TRUE,"An UNID female hyena is attacked by a lion and is later found dead. There is no behaviors to pull, The session just has notes on how the lion attacked the hyena.",TRUE,FALSE
t60238,1/21/19,kdsl,,,,FALSE,,TRUE,TRUE
t60278,1/21/19,kdsl,,,,FALSE,,TRUE,TRUE
t60348,1/21/19,kdsl,,,,FALSE,,TRUE,TRUE
t6038,1/27/19,kdsl,,,Not at all,FALSE,not seen only heard,TRUE,TRUE
t60455,1/21/19,kdsl,,,,FALSE,,TRUE,TRUE
t6074,1/27/19,kdsl,,,,FALSE,"ERROR: lions are only heard, not seen.",TRUE,TRUE
t6081,1/27/19,kdsl,,,,FALSE,ERROR: lions only heard never seen,TRUE,TRUE
t6086,1/26/16,KAK,,,Very,FALSE,Multiple mobs directed at lions.,TRUE,FALSE
t60953,1/21/19,kdsl,,,,FALSE,ERROR: This is Fig Tree clan,TRUE,TRUE
t60968,1/21/19,kdsl,,,,FALSE,,TRUE,TRUE
t61001,4/12/17,Sam,,,Very,FALSE,These are a lot of incomplete Cis,TRUE,FALSE
t6106,12/14/16,LEM,,,Somewhat,FALSE,I end session at 8:26 when a kombie pulls up and scares the hyenas oos into the bushes. Hyenas are whooping and lions glance occasionally. No other behaviors occur,TRUE,FALSE
t6107,1/26/16,LEM,,,Very,FALSE,Lion is very interested in the hyenas and they are vocalizing and mobbing the lion. No food involved.,TRUE,FALSE
t6108,1/27/19,kdsl,,,,FALSE,,TRUE,TRUE
t61203,1/21/19,kdsl,,,,FALSE,,TRUE,TRUE
t61582,12/6/16,SSM,,,Somewhat,FALSE,not trying to steal resources but chases hyena? Lions so in bushes. Not mentioned after 6:09,TRUE,FALSE
t6165,1/27/19,kdsl,,,,FALSE,"Lions and hys not together in sess 6165. Lions in a completely dif spot (away from den where hys are), seen at 0600 before the sess start time. However, the lions do not have their own sess, & should be given one. Should remove sess 6165 from database",TRUE,TRUE
t61708,1/21/19,kdsl,,,,FALSE,,TRUE,TRUE
t6177,1/27/19,kdsl,,,,FALSE,"No lions seen this session, only heard at 0626 and 0634. It should be removed from the database.",TRUE,TRUE
t61877,1/21/19,kdsl,,,,FALSE,,TRUE,TRUE
t61944,1/21/19,kdsl,,,,FALSE,,TRUE,TRUE
t61950,12/6/16,SSM,,,Very,TRUE,almost no info from this session. 19 hyenas so within 15m of 7 lionesses. End times are confusing.,TRUE,TRUE
t61957,1/21/19,kdsl,,,,FALSE,,TRUE,TRUE
t61959,1/21/19,kdsl,,,,FALSE,,TRUE,TRUE
t62011,1/21/19,kdsl,,,,FALSE,,TRUE,TRUE
t62017,1/21/19,kdsl,,,,FALSE,,TRUE,TRUE
t62018,1/21/19,kdsl,,,,FALSE,,TRUE,TRUE
t62049,1/21/19,kdsl,,,,FALSE,,TRUE,TRUE
t62088,11/30/16,SSM,,,Very,FALSE,"assume lion oos at a new location about 40 minutes from time last mentioned. Puzzle box exp, oak part of session ?",TRUE,FALSE
t62229,1/21/19,kdsl,,,,FALSE,,TRUE,TRUE
t62232,1/21/19,kdsl,,,,FALSE,,TRUE,TRUE
t62244,1/21/19,kdsl,,,,FALSE,,TRUE,TRUE
t62245,1/21/19,kdsl,,,,FALSE,,TRUE,TRUE
t62246,1/21/19,kdsl,,,,FALSE,,TRUE,TRUE
t62253,1/21/19,kdsl,,,,FALSE,,TRUE,TRUE
t62255,1/21/19,kdsl,,,,FALSE,,TRUE,TRUE
t62264,1/22/19,kdsl,,,,FALSE,,TRUE,TRUE
t6228,1/30/16,MRB,,,Somewhat,FALSE,"lion interest= somewhat because the lions never get closer than 40 m to the den but the hyenas are very aware of their presence, and the lions also seem interested (snfed a spot where sy had previously been standing.)",TRUE,FALSE
t6233,1/27/19,kdsl,,,,FALSE,,TRUE,TRUE
t62375,1/22/19,kdsl,,,,FALSE,,TRUE,TRUE
t62413,9/16/16,KAK,02-Mar-17,kdsl,Somewhat,FALSE,Lions have carcass but neither lions or hyenas are bloody. Lions approach 3 of the hyenas who skatter. One of the hyenas is noticably injured.,TRUE,FALSE
t62438,1/22/19,kdsl,,,,FALSE,,TRUE,TRUE
t62520,1/22/19,kdsl,,,,FALSE,,TRUE,TRUE
t62668,1/22/19,kdsl,,,,FALSE,,TRUE,TRUE
t62860,1/22/19,kdsl,,,,FALSE,,TRUE,TRUE
t62861,2/11/16,KAK,02-Mar-17,kdsl,Very,FALSE,Subadult male lion approached hyenas unprovoked. Both lions and hyenas bloody but no kill present.,TRUE,FALSE
t63213,1/22/19,kdsl,,,,FALSE,,TRUE,TRUE
t63323,2/23/17,Sam,,,Somewhat,FALSE,"7:05 - Aqua continuously the closest to the lionesses,",TRUE,FALSE
t63348,1/22/19,kdsl,,,,FALSE,,TRUE,TRUE
t63638,1/22/19,kdsl,,,,FALSE,,TRUE,TRUE
t64183,1/22/19,kdsl,,,,FALSE,,TRUE,TRUE
t6419,1/13/17,LEM,,,Not at all,TRUE,"I start the session at 7:25 when the lion enters. Lion is so, rv makes wide circle and then leaves. All other hyenas leave before the lion arrives. There is no interaction between the lion and hyenas",TRUE,FALSE
t64205,2/10/16,LEM,,,Somewhat,FALSE,"Hyenas very interested in lion. Mob, app, and paste over lion scent marks. No food present. Listed as somewhat because there is no notable interest from the lion.",TRUE,FALSE
t64207,1/22/19,kdsl,,,,FALSE,,TRUE,TRUE
t64258,2/19/16,MRB,,,Somewhat,FALSE,interest= somewhat. The lions are making the hyenas nervous enough to app 50 m bristletailed but the lions don't really respond,TRUE,FALSE
t64288,1/22/19,kdsl,,,,FALSE,,TRUE,TRUE
t6433,1/27/19,kdsl,,,,FALSE,lion should have own session,TRUE,TRUE
t64374,1/22/19,kdsl,,,,FALSE,,TRUE,TRUE
t64386,1/9/17,LEM,,,Very,FALSE,several high interest interactions between the lions and hyenas. The wildebeast carcass is not fresh-uncertain who ate/killed it but the hyenas end up with the skull,TRUE,FALSE
t64446,1/22/19,kdsl,,,,FALSE,,TRUE,TRUE
t64477,1/22/19,kdsl,,,,FALSE,,TRUE,TRUE
t6452,2/25/16,CMF,,,Somewhat,FALSE,"Male lion is being ""escorted"" away from J. Hill by hyenas. Lion is not actively engaging hyenas but is being forced away by them.",TRUE,FALSE
t64548,1/22/19,kdsl,,,,FALSE,,TRUE,TRUE
t64570,1/22/19,kdsl,,,,FALSE,,TRUE,TRUE
t6461,1/27/19,kdsl,,,,FALSE,,TRUE,TRUE
t64651,1/22/19,kdsl,,,,FALSE,,TRUE,TRUE
t65,1/25/19,kdsl,,,,FALSE,,TRUE,TRUE
t65063,1/22/19,kdsl,,,,FALSE,,TRUE,TRUE
t65338,1/22/19,kdsl,,,,FALSE,,TRUE,TRUE
t65409,1/22/19,kdsl,,,,FALSE,,TRUE,TRUE
t65510,1/22/19,kdsl,,,,FALSE,,TRUE,TRUE
t65532,1/22/19,kdsl,,,,FALSE,,TRUE,TRUE
t65544,12/6/16,SSM,,,Somewhat,FALSE,freshly killed topi. Lioness not mentioned after 18:18. lionbess lv wlk 1732 20m from carc. Hyenas fd carc,TRUE,FALSE
t6564,3/21/16,Sam,,,Very,FALSE,There are multipe mobs and interactions with the lions and multiple hyenas,TRUE,FALSE
t65664,1/22/19,kdsl,,,,FALSE,,TRUE,TRUE
t66,1/25/19,kdsl,,,,FALSE,,TRUE,TRUE
t6626,1/28/16,KAK,,,Very,FALSE,Mob with lions around a jackle.,TRUE,FALSE
t66369,1/22/19,kdsl,,,,FALSE,,TRUE,TRUE
t66407,12/2/16,SSM,,,Somewhat,FALSE,"hyenas are surrounding lions, they do not care. Lots of in and out of bushes. Drop from analysis?",TRUE,FALSE
t66419,4/17/17,Sam,,,Not at all,FALSE,Incomplete Cis,TRUE,FALSE
t66446,1/22/19,kdsl,,,,FALSE,,TRUE,TRUE
t66471,1/22/19,kdsl,,,,FALSE,,TRUE,TRUE
t6665,1/27/16,LEM,,,Somewhat,FALSE,"Deffinitely take an interest in the lions, but the lions seem uninterested. App and pastes are the most direct actions against the lions. No food is involved.",TRUE,FALSE
t6679,1/27/19,kdsl,,,,FALSE,,TRUE,TRUE
t6699,1/30/16,MRB,,,Somewhat,FALSE,interest= somewhat because the lion scent marks,TRUE,FALSE
t671,4/19/17,SSM,,,Very,FALSE,"den session, hyenas mob lioness and 2 cubs. No distances given",TRUE,FALSE
t67174,1/22/19,kdsl,,,,FALSE,,TRUE,TRUE
t6748,1/27/19,kdsl,,,,FALSE,,TRUE,TRUE
t67607,2/4/16,CMF,,,Not at all,FALSE,"Two adult female lions are in and out of bushes through this session. Not much interaction mentioned at all, although the hyenas get very close in a few instances.",TRUE,FALSE
t67623,2/5/16,Sam,23-Feb-17,kdsl,Very,FALSE,There are multiple mobbings and approaches by the hyenas.,TRUE,FALSE
t67624,1/22/19,kdsl,,,,FALSE,,TRUE,TRUE
t67637,1/22/19,kdsl,,,,FALSE,,TRUE,TRUE
